,Functional,Reduced Formula,Config,State,F Frac,Pristine Li Frac,True F,True O,True Li,True V,True Nb,True Vac,Energy (eV),Normalized Energy (eV/atom),Volume (A^3),Tet Li,Oct Li,Tet V,Oct V
137,SCAN+rVV10,VO2,LMOF_mF0.0_xM3_0.5_1273.0K_494,FullDeLi,0,1,0,20,0,10,0,10,-370.48625,-12.34954167,328.1989736,0,0,0,10
138,SCAN+rVV10,LiVO2,LMOF_mF0.0_xM3_0.5_1273.0K_494,Pristine,0,1,0,20,10,10,0,0,-421.52821,-10.53820525,353.4135155,0,10,0,10
139,SCAN+rVV10,Li3V5O10,LMOF_mF0.0_xM3_0.5_1273.0K_495,DeLi4Li,0,1,0,20,6,10,0,4,-401.37995,-11.14944306,346.2143707,0,6,0,10
140,SCAN+rVV10,VO2,LMOF_mF0.0_xM3_0.5_1273.0K_495,FullDeLi,0,1,0,20,0,10,0,10,-370.06521,-12.335507,332.6564127,0,0,0,10
141,SCAN+rVV10,LiVO2,LMOF_mF0.0_xM3_0.5_1273.0K_495,Pristine,0,1,0,20,10,10,0,0,-421.2632,-10.53158,352.4393353,0,10,0,10
142,SCAN+rVV10,Li3V5O10,LMOF_mF0.0_xM3_0.5_1273.0K_496,DeLi4Li,0,1,0,20,6,10,0,4,-401.65947,-11.1572075,346.4926644,0,6,0,10
143,SCAN+rVV10,VO2,LMOF_mF0.0_xM3_0.5_1273.0K_496,FullDeLi,0,1,0,20,0,10,0,10,-370.38846,-12.346282,325.0801016,0,0,0,10
144,SCAN+rVV10,LiVO2,LMOF_mF0.0_xM3_0.5_1273.0K_496,Pristine,0,1,0,20,10,10,0,0,-421.50762,-10.5376905,353.4555793,0,10,0,10
145,SCAN+rVV10,Li3V5O10,LMOF_mF0.0_xM3_0.5_1273.0K_497,DeLi4Li,0,1,0,20,6,10,0,4,-401.95251,-11.1653475,346.1300035,0,6,0,10
146,SCAN+rVV10,VO2,LMOF_mF0.0_xM3_0.5_1273.0K_497,FullDeLi,0,1,0,20,0,10,0,10,-370.32883,-12.34429433,324.8803406,0,0,0,10
147,SCAN+rVV10,LiVO2,LMOF_mF0.0_xM3_0.5_1273.0K_497,Pristine,0,1,0,20,10,10,0,0,-421.52847,-10.53821175,353.3649319,0,10,0,10
148,SCAN+rVV10,Li3V5O10,LMOF_mF0.0_xM3_0.5_1273.0K_498,DeLi4Li,0,1,0,20,6,10,0,4,-401.78456,-11.16068222,350.8756774,0,6,0,10
149,SCAN+rVV10,VO2,LMOF_mF0.0_xM3_0.5_1273.0K_498,FullDeLi,0,1,0,20,0,10,0,10,-370.33663,-12.34455433,323.8650704,0,0,0,10
150,SCAN+rVV10,LiVO2,LMOF_mF0.0_xM3_0.5_1273.0K_498,Pristine,0,1,0,20,10,10,0,0,-421.53259,-10.53831475,353.6488715,0,10,0,10
151,SCAN+rVV10,Li3V5O10,LMOF_mF0.0_xM3_0.5_1273.0K_499,DeLi4Li,0,1,0,20,6,10,0,4,-401.83133,-11.16198139,349.820599,1,5,0,10
152,SCAN+rVV10,VO2,LMOF_mF0.0_xM3_0.5_1273.0K_499,FullDeLi,0,1,0,20,0,10,0,10,-369.29828,-12.30994267,340.1284269,0,0,0,10
153,SCAN+rVV10,LiVO2,LMOF_mF0.0_xM3_0.5_1273.0K_499,Pristine,0,1,0,20,10,10,0,0,-421.3753,-10.5343825,355.0638285,0,10,0,10
154,SCAN+rVV10,Li3V5O10,LMOF_mF0.0_xM3_0.5_1273.0K_500,DeLi4Li,0,1,0,20,6,10,0,4,-401.87235,-11.16312083,351.0034719,1,5,0,10
155,SCAN+rVV10,VO2,LMOF_mF0.0_xM3_0.5_1273.0K_500,FullDeLi,0,1,0,20,0,10,0,10,-370.48208,-12.34940267,332.2013268,0,0,0,10
156,SCAN+rVV10,LiVO2,LMOF_mF0.0_xM3_0.5_1273.0K_500,Pristine,0,1,0,20,10,10,0,0,-421.51613,-10.53790325,353.7521059,0,10,0,10
157,SCAN+rVV10,Li10Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_476,DeLi4Li,0.2,1.4,2,18,10,3,3,4,-384.56489,-10.68235806,361.5642262,2,8,0,3
158,SCAN+rVV10,Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_476,FullDeLi,0.2,1.4,2,18,0,3,3,14,-316.64233,-12.17855115,337.6243614,0,0,0,3
159,SCAN+rVV10,Li8Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_476,FullDeLiECap,0.2,1.4,2,18,8,3,3,6,-372.74669,-10.96313794,369.085201,3,5,0,3
160,SCAN+rVV10,Li14Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_476,Pristine,0.2,1.4,2,18,14,3,3,0,-405.31028,-10.132757,356.3828404,0,14,0,3
161,SCAN+rVV10,Li10Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_477,DeLi4Li,0.2,1.4,2,18,10,3,3,4,-384.36164,-10.67671222,342.4872528,0,10,0,3
162,SCAN+rVV10,Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_477,FullDeLi,0.2,1.4,2,18,0,3,3,14,-320.58306,-12.33011769,311.9073155,0,0,0,3
163,SCAN+rVV10,Li8Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_477,FullDeLiECap,0.2,1.4,2,18,8,3,3,6,-373.62915,-10.98909265,348.1009882,1,7,0,3
164,SCAN+rVV10,Li14Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_477,Pristine,0.2,1.4,2,18,14,3,3,0,-405.34537,-10.13363425,349.030954,0,14,0,3
165,SCAN+rVV10,Li10Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_478,DeLi4Li,0.2,1.4,2,18,10,3,3,4,-384.98782,-10.69410611,347.5119341,0,10,0,3
166,SCAN+rVV10,Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_478,FullDeLi,0.2,1.4,2,18,0,3,3,14,-323.46638,-12.44101462,324.987479,0,0,0,3
167,SCAN+rVV10,Li8Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_478,FullDeLiECap,0.2,1.4,2,18,8,3,3,6,-374.9169,-11.02696765,357.0973856,1,7,2,1
168,SCAN+rVV10,Li14Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_478,Pristine,0.2,1.4,2,18,14,3,3,0,-405.87548,-10.146887,351.675947,0,14,0,3
169,SCAN+rVV10,Li10Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_479,DeLi4Li,0.2,1.4,2,18,10,3,3,4,-384.16065,-10.67112917,375.2158105,5,5,0,3
170,SCAN+rVV10,Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_479,FullDeLi,0.2,1.4,2,18,0,3,3,14,-319.97007,-12.30654115,397.608281,0,0,0,3
171,SCAN+rVV10,Li8Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_479,FullDeLiECap,0.2,1.4,2,18,8,3,3,6,-372.22187,-10.94770206,360.9513545,3,5,0,3
172,SCAN+rVV10,Li14Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_479,Pristine,0.2,1.4,2,18,14,3,3,0,-404.69537,-10.11738425,358.272643,0,14,0,3
173,SCAN+rVV10,Li10Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_480,DeLi4Li,0.2,1.4,2,18,10,3,3,4,-383.65931,-10.65720306,378.5881255,4,6,0,3
174,SCAN+rVV10,Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_480,FullDeLi,0.2,1.4,2,18,0,3,3,14,-318.7112,-12.25812308,313.512227,0,0,0,3
175,SCAN+rVV10,Li8Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_480,FullDeLiECap,0.2,1.4,2,18,8,3,3,6,-370.48374,-10.89658059,372.099702,4,4,0,3
176,SCAN+rVV10,Li14Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_480,Pristine,0.2,1.4,2,18,14,3,3,0,-404.75936,-10.118984,358.0403555,0,14,0,3
177,SCAN+rVV10,Li10Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_481,DeLi4Li,0.2,1.4,2,18,10,3,3,4,-384.70425,-10.68622917,352.2157901,1,9,0,3
178,SCAN+rVV10,Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_481,FullDeLi,0.2,1.4,2,18,0,3,3,14,-318.26742,-12.24105462,360.1714514,0,0,0,3
179,SCAN+rVV10,Li8Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_481,FullDeLiECap,0.2,1.4,2,18,8,3,3,6,-374.9704,-11.02854118,364.5342911,5,3,1,2
180,SCAN+rVV10,Li14Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_481,Pristine,0.2,1.4,2,18,14,3,3,0,-405.83392,-10.145848,351.8103155,0,14,0,3
181,SCAN+rVV10,Li10Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_482,DeLi4Li,0.2,1.4,2,18,10,3,3,4,-385.31319,-10.70314417,359.9959034,2,8,0,3
182,SCAN+rVV10,Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_482,FullDeLi,0.2,1.4,2,18,0,3,3,14,-315.05341,-12.11743885,354.1316136,0,0,0,3
183,SCAN+rVV10,Li8Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_482,FullDeLiECap,0.2,1.4,2,18,8,3,3,6,-374.6452,-11.01897647,373.2736151,5,3,0,3
184,SCAN+rVV10,Li14Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_482,Pristine,0.2,1.4,2,18,14,3,3,0,-405.63964,-10.140991,355.2270698,0,14,0,3
185,SCAN+rVV10,Li10Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_483,DeLi4Li,0.2,1.4,2,18,10,3,3,4,-384.24207,-10.67339083,367.9632908,2,8,0,3
186,SCAN+rVV10,Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_483,FullDeLi,0.2,1.4,2,18,0,3,3,14,-314.53499,-12.09749962,376.0587415,0,0,0,3
187,SCAN+rVV10,Li8Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_483,FullDeLiECap,0.2,1.4,2,18,8,3,3,6,-373.42899,-10.98320559,372.8225497,4,4,0,3
188,SCAN+rVV10,Li14Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_483,Pristine,0.2,1.4,2,18,14,3,3,0,-405.00595,-10.12514875,360.9960556,0,14,0,3
189,SCAN+rVV10,Li10Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_484,DeLi4Li,0.2,1.4,2,18,10,3,3,4,-384.60736,-10.68353778,352.016967,1,9,0,3
190,SCAN+rVV10,Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_484,FullDeLi,0.2,1.4,2,18,0,3,3,14,-315.52458,-12.13556077,328.6449852,0,0,0,3
191,SCAN+rVV10,Li8Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_484,FullDeLiECap,0.2,1.4,2,18,8,3,3,6,-374.02503,-11.00073618,347.6218128,2,6,0,3
192,SCAN+rVV10,Li14Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_484,Pristine,0.2,1.4,2,18,14,3,3,0,-405.93977,-10.14849425,352.0374891,0,14,0,3
193,SCAN+rVV10,Li10Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_485,DeLi4Li,0.2,1.4,2,18,10,3,3,4,-384.19409,-10.67205806,350.2021897,0,10,0,3
194,SCAN+rVV10,Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_485,FullDeLi,0.2,1.4,2,18,0,3,3,14,-314.47668,-12.09525692,334.6491848,0,0,0,3
195,SCAN+rVV10,Li8Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_485,FullDeLiECap,0.2,1.4,2,18,8,3,3,6,-374.17734,-11.00521588,376.4308324,6,2,1,2
196,SCAN+rVV10,Li14Nb3V3(O9F)2,LMOF_mF0.1_xM3_0.15_1273.0K_485,Pristine,0.2,1.4,2,18,14,3,3,0,-405.62087,-10.14052175,351.7324912,0,14,0,3
197,SCAN+rVV10,Li9Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_477,DeLi4Li,0.2,1.3,2,18,9,5,2,4,-383.54821,-10.65411694,354.2611411,1,8,0,5
198,SCAN+rVV10,Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_477,FullDeLi,0.2,1.3,2,18,0,5,2,13,-331.56381,-12.28014111,336.675685,0,0,1,4
199,SCAN+rVV10,Li3Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_477,FullDeLiECap,0.2,1.3,2,18,3,5,2,10,-349.99063,-11.66635433,336.687853,2,1,0,5
200,SCAN+rVV10,Li13Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_477,Pristine,0.2,1.3,2,18,13,5,2,0,-404.53482,-10.1133705,352.7000874,0,13,0,5
201,SCAN+rVV10,Li9Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_478,DeLi4Li,0.2,1.3,2,18,9,5,2,4,-385.25426,-10.70150722,351.0473505,2,7,0,5
202,SCAN+rVV10,Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_478,FullDeLi,0.2,1.3,2,18,0,5,2,13,-326.62422,-12.09719333,358.109893,0,0,1,4
203,SCAN+rVV10,Li3Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_478,FullDeLiECap,0.2,1.3,2,18,3,5,2,10,-349.448,-11.64826667,355.7145576,0,3,1,4
204,SCAN+rVV10,Li13Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_478,Pristine,0.2,1.3,2,18,13,5,2,0,-405.1428,-10.12857,353.9999004,0,13,0,5
205,SCAN+rVV10,Li9Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_479,DeLi4Li,0.2,1.3,2,18,9,5,2,4,-384.21549,-10.6726525,339.8586144,0,9,0,5
206,SCAN+rVV10,Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_479,FullDeLi,0.2,1.3,2,18,0,5,2,13,-330.84785,-12.25362407,343.0806809,0,0,0,5
207,SCAN+rVV10,Li3Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_479,FullDeLiECap,0.2,1.3,2,18,3,5,2,10,-349.41938,-11.64731267,335.3391594,0,3,1,4
208,SCAN+rVV10,Li13Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_479,Pristine,0.2,1.3,2,18,13,5,2,0,-405.20733,-10.13018325,348.3296718,0,13,0,5
209,SCAN+rVV10,Li9Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_480,DeLi4Li,0.2,1.3,2,18,9,5,2,4,-384.1332,-10.67036667,345.5632867,0,9,0,5
210,SCAN+rVV10,Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_480,FullDeLi,0.2,1.3,2,18,0,5,2,13,-326.71839,-12.10068111,342.3021362,0,0,1,4
211,SCAN+rVV10,Li3Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_480,FullDeLiECap,0.2,1.3,2,18,3,5,2,10,-350.34718,-11.67823933,351.2923886,3,0,2,3
212,SCAN+rVV10,Li13Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_480,Pristine,0.2,1.3,2,18,13,5,2,0,-405.24468,-10.131117,352.8221981,0,13,0,5
213,SCAN+rVV10,Li9Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_481,DeLi4Li,0.2,1.3,2,18,9,5,2,4,-384.55234,-10.68200944,344.1086675,0,9,0,5
214,SCAN+rVV10,Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_481,FullDeLi,0.2,1.3,2,18,0,5,2,13,-328.01165,-12.14857963,337.7711768,0,0,0,5
215,SCAN+rVV10,Li3Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_481,FullDeLiECap,0.2,1.3,2,18,3,5,2,10,-350.25573,-11.675191,339.1188495,3,0,0,5
216,SCAN+rVV10,Li13Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_481,Pristine,0.2,1.3,2,18,13,5,2,0,-405.10094,-10.1275235,349.0291905,0,13,0,5
217,SCAN+rVV10,Li9Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_482,DeLi4Li,0.2,1.3,2,18,9,5,2,4,-384.04899,-10.6680275,340.5509552,0,9,0,5
218,SCAN+rVV10,Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_482,FullDeLi,0.2,1.3,2,18,0,5,2,13,-329.1804,-12.19186667,322.4432163,0,0,0,5
219,SCAN+rVV10,Li3Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_482,FullDeLiECap,0.2,1.3,2,18,3,5,2,10,-351.85878,-11.728626,341.701504,1,2,0,5
220,SCAN+rVV10,Li13Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_482,Pristine,0.2,1.3,2,18,13,5,2,0,-405.07337,-10.12683425,347.2487914,0,13,0,5
221,SCAN+rVV10,Li9Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_483,DeLi4Li,0.2,1.3,2,18,9,5,2,4,-384.85214,-10.69033722,342.7822052,1,8,0,5
222,SCAN+rVV10,Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_483,FullDeLi,0.2,1.3,2,18,0,5,2,13,-327.97185,-12.14710556,338.9462796,0,0,0,5
223,SCAN+rVV10,Li3Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_483,FullDeLiECap,0.2,1.3,2,18,3,5,2,10,-348.55591,-11.61853033,344.7206375,1,2,2,3
224,SCAN+rVV10,Li13Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_483,Pristine,0.2,1.3,2,18,13,5,2,0,-404.80229,-10.12005725,347.4122885,0,13,0,5
225,SCAN+rVV10,Li9Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_484,DeLi4Li,0.2,1.3,2,18,9,5,2,4,-384.42442,-10.67845611,344.2006599,0,9,0,5
226,SCAN+rVV10,Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_484,FullDeLi,0.2,1.3,2,18,0,5,2,13,-327.88057,-12.14372481,331.7097014,0,0,1,4
227,SCAN+rVV10,Li3Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_484,FullDeLiECap,0.2,1.3,2,18,3,5,2,10,-350.69707,-11.68990233,329.0605373,2,1,1,4
228,SCAN+rVV10,Li13Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_484,Pristine,0.2,1.3,2,18,13,5,2,0,-405.50302,-10.1375755,349.3933227,0,13,0,5
229,SCAN+rVV10,Li9Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_485,DeLi4Li,0.2,1.3,2,18,9,5,2,4,-385.034,-10.69538889,341.8762887,0,9,0,5
230,SCAN+rVV10,Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_485,FullDeLi,0.2,1.3,2,18,0,5,2,13,-329.40316,-12.20011704,397.7046782,0,0,2,3
231,SCAN+rVV10,Li3Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_485,FullDeLiECap,0.2,1.3,2,18,3,5,2,10,-351.70717,-11.72357233,365.9200659,1,2,1,4
232,SCAN+rVV10,Li13Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_485,Pristine,0.2,1.3,2,18,13,5,2,0,-405.23067,-10.13076675,347.8343543,0,13,0,5
233,SCAN+rVV10,Li9Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_486,DeLi4Li,0.2,1.3,2,18,9,5,2,4,-384.07977,-10.6688825,340.5081488,0,9,0,5
234,SCAN+rVV10,Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_486,FullDeLi,0.2,1.3,2,18,0,5,2,13,-329.58002,-12.20666741,386.5836456,0,0,2,3
235,SCAN+rVV10,Li3Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_486,FullDeLiECap,0.2,1.3,2,18,3,5,2,10,-352.48956,-11.749652,335.9957946,1,2,0,5
236,SCAN+rVV10,Li13Nb2V5(O9F)2,LMOF_mF0.1_xM3_0.25_1273.0K_486,Pristine,0.2,1.3,2,18,13,5,2,0,-405.22761,-10.13069025,347.9444693,0,13,0,5
237,SCAN+rVV10,Li8NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_492,DeLi4Li,0.2,1.2,2,18,8,7,1,4,-384.1098,-10.66971667,337.8897501,0,8,0,7
238,SCAN+rVV10,NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_492,FullDeLi,0.2,1.2,2,18,0,7,1,12,-339.53051,-12.12608964,326.9907564,0,0,0,7
239,SCAN+rVV10,Li12NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_492,Pristine,0.2,1.2,2,18,12,7,1,0,-404.46573,-10.11164325,347.7521443,0,12,0,7
240,SCAN+rVV10,Li8NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_493,DeLi4Li,0.2,1.2,2,18,8,7,1,4,-383.67677,-10.65768806,351.1644245,1,7,0,7
241,SCAN+rVV10,NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_493,FullDeLi,0.2,1.2,2,18,0,7,1,12,-340.07937,-12.14569179,326.3928455,0,0,0,7
242,SCAN+rVV10,Li12NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_493,Pristine,0.2,1.2,2,18,12,7,1,0,-403.83522,-10.0958805,350.0922781,0,12,0,7
243,SCAN+rVV10,Li8NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_494,DeLi4Li,0.2,1.2,2,18,8,7,1,4,-384.8087,-10.68913056,343.1846389,1,7,0,7
244,SCAN+rVV10,NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_494,FullDeLi,0.2,1.2,2,18,0,7,1,12,-339.51004,-12.12535857,336.3238245,0,0,0,7
245,SCAN+rVV10,Li12NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_494,Pristine,0.2,1.2,2,18,12,7,1,0,-404.20988,-10.105247,348.6449047,0,12,0,7
246,SCAN+rVV10,Li8NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_495,DeLi4Li,0.2,1.2,2,18,8,7,1,4,-382.95289,-10.63758028,332.301992,0,8,0,7
247,SCAN+rVV10,NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_495,FullDeLi,0.2,1.2,2,18,0,7,1,12,-340.88868,-12.17459571,331.0788378,0,0,3,4
248,SCAN+rVV10,Li12NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_495,Pristine,0.2,1.2,2,18,12,7,1,0,-403.94297,-10.09857425,345.8419963,0,12,0,7
249,SCAN+rVV10,Li8NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_496,DeLi4Li,0.2,1.2,2,18,8,7,1,4,-383.98775,-10.66632639,346.0546138,1,7,0,7
250,SCAN+rVV10,NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_496,FullDeLi,0.2,1.2,2,18,0,7,1,12,-340.1012,-12.14647143,324.6853843,0,0,1,6
251,SCAN+rVV10,Li12NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_496,Pristine,0.2,1.2,2,18,12,7,1,0,-404.36351,-10.10908775,347.9679579,0,12,0,7
252,SCAN+rVV10,Li8NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_497,DeLi4Li,0.2,1.2,2,18,8,7,1,4,-383.81035,-10.66139861,354.9252741,1,7,0,7
253,SCAN+rVV10,NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_497,FullDeLi,0.2,1.2,2,18,0,7,1,12,-339.71209,-12.13257464,333.5942109,0,0,1,6
254,SCAN+rVV10,Li12NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_497,Pristine,0.2,1.2,2,18,12,7,1,0,-403.63011,-10.09075275,354.1544858,0,12,0,7
255,SCAN+rVV10,Li8NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_498,DeLi4Li,0.2,1.2,2,18,8,7,1,4,-384.17057,-10.67140472,335.7787559,0,8,0,7
256,SCAN+rVV10,NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_498,FullDeLi,0.2,1.2,2,18,0,7,1,12,-339.92086,-12.14003071,312.6743419,0,0,0,7
257,SCAN+rVV10,Li12NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_498,Pristine,0.2,1.2,2,18,12,7,1,0,-404.20106,-10.1050265,346.5801677,0,12,0,7
258,SCAN+rVV10,Li8NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_499,DeLi4Li,0.2,1.2,2,18,8,7,1,4,-383.29591,-10.64710861,330.4162147,0,8,0,7
259,SCAN+rVV10,NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_499,FullDeLi,0.2,1.2,2,18,0,7,1,12,-338.92918,-12.10461357,311.912756,0,0,0,7
260,SCAN+rVV10,Li12NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_499,Pristine,0.2,1.2,2,18,12,7,1,0,-403.48619,-10.08715475,346.4882526,0,12,0,7
261,SCAN+rVV10,Li8NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_500,DeLi4Li,0.2,1.2,2,18,8,7,1,4,-384.81514,-10.68930944,340.0685646,0,8,0,7
262,SCAN+rVV10,NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_500,FullDeLi,0.2,1.2,2,18,0,7,1,12,-339.4356,-12.1227,330.9587195,0,0,0,7
263,SCAN+rVV10,Li12NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_500,Pristine,0.2,1.2,2,18,12,7,1,0,-404.46207,-10.11155175,347.7850533,0,12,0,7
264,SCAN+rVV10,Li8NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_501,DeLi4Li,0.2,1.2,2,18,8,7,1,4,-385.11938,-10.69776056,340.5807866,2,6,0,7
265,SCAN+rVV10,NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_501,FullDeLi,0.2,1.2,2,18,0,7,1,12,-339.73982,-12.133565,322.2632825,0,0,0,7
266,SCAN+rVV10,Li12NbV7(O9F)2,LMOF_mF0.1_xM3_0.35_1273.0K_501,Pristine,0.2,1.2,2,18,12,7,1,0,-404.21581,-10.10539525,348.7879286,0,12,0,7
267,SCAN+rVV10,Li7V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_491,DeLi4Li,0.2,1.1,2,18,7,9,0,4,-383.48174,-10.65227056,349.6457882,2,5,0,9
